"Age","Preferred.Tour.Duration","Accessibility","Site.Name","Tour.Duration","Tourist.Rating","System.Response.Time","Recommendation.Accuracy","VR.Experience.Quality","Satisfaction"
31,3,"True","Machu Picchu",1,2.4,4.23,94,4.5,3
24,4,"True","Eiffel Tower",2,2,2.73,95,4.1,3
66,7,"True","Great Wall of China",4,1.6,4.28,96,4.3,3
67,6,"False","Taj Mahal",5,2.3,1.74,87,4.3,3
21,6,"True","Machu Picchu",3,1.8,4.34,94,4.5,3
60,3,"True","Colosseum",3,2.6,3.4,99,4.2,3
61,4,"True","Taj Mahal",5,1.9,3.97,96,4,3
28,4,"True","Machu Picchu",5,3.8,2.36,93,4.9,4
32,8,"False","Eiffel Tower",4,4.2,3.27,97,4.8,4
50,5,"False","Eiffel Tower",2,2.5,2.85,94,4.2,3
63,6,"False","Great Wall of China",3,2.9,3.77,91,4,3
46,7,"True","Eiffel Tower",7,2.1,2.4,94,4.4,3
58,7,"True","Colosseum",7,1.6,1.81,90,4.3,3
18,5,"True","Great Wall of China",2,1.1,1.67,95,4.5,3
60,6,"True","Machu Picchu",5,3.3,2.24,95,4.6,3
51,5,"True","Colosseum",5,2.6,1.99,99,4.3,3
40,4,"False","Eiffel Tower",7,1.5,4.87,99,4.3,3
52,6,"True","Eiffel Tower",3,1.9,4.96,91,4.9,3
69,7,"True","Great Wall of China",2,1,3.22,99,4.2,3
53,8,"False","Eiffel Tower",6,3.9,3.59,89,4.1,4
28,6,"True","Great Wall of China",6,4.4,2.33,88,4.8,4
67,4,"True","Eiffel Tower",3,2,2.83,93,4.6,3
56,8,"True","Taj Mahal",4,1.6,4.05,92,4.8,3
53,7,"False","Eiffel Tower",1,1.2,4.39,99,4.6,3
38,4,"True","Great Wall of China",5,2.3,3.19,89,4.4,3
65,5,"False","Machu Picchu",4,2.4,3.33,86,4.7,3
53,7,"False","Taj Mahal",8,4.2,2.73,91,4.4,4
55,6,"True","Colosseum",2,3.7,3.12,96,4.7,4
40,4,"False","Great Wall of China",2,3.5,4.78,87,4.3,4
66,8,"True","Eiffel Tower",6,4.4,4.82,91,4.4,4
27,5,"True","Great Wall of China",2,2.1,4.44,87,4.8,3
70,7,"False","Taj Mahal",2,1.4,1.99,97,4.1,3
29,4,"False","Machu Picchu",5,3,2.43,90,4.8,3
44,4,"False","Machu Picchu",4,1.9,4.58,98,4.3,3
67,5,"True","Eiffel Tower",3,1.7,4.95,93,4.4,3
65,3,"True","Colosseum",3,1.3,3.64,94,4.9,3
48,8,"True","Eiffel Tower",1,3.8,1.86,86,4.3,4
57,4,"True","Eiffel Tower",5,3.9,1.99,99,4.2,4
34,8,"True","Great Wall of China",5,4.4,4.15,92,4.5,4
29,6,"False","Colosseum",2,1.9,2.71,88,4.2,3
25,8,"True","Taj Mahal",6,2,3.23,98,4.2,3
36,7,"True","Great Wall of China",7,1.1,2.24,91,4.4,3
65,6,"False","Great Wall of China",3,2.2,3.99,87,4.2,3
49,4,"False","Machu Picchu",6,2.6,2.55,94,4.6,3
42,4,"False","Colosseum",4,1.8,4.46,92,4.8,3
44,6,"False","Machu Picchu",3,3.4,3.49,93,4.4,3
70,8,"True","Great Wall of China",5,3.8,2.33,96,4,4
23,5,"True","Taj Mahal",3,3.6,4.24,99,4.9,4
66,4,"True","Taj Mahal",5,4,1.56,94,4.3,4
70,7,"True","Great Wall of China",3,4.5,1.91,97,4.2,5
57,7,"True","Great Wall of China",7,2,2.99,88,5,3
21,5,"False","Great Wall of China",3,1.3,3.67,89,4.2,3
18,3,"False","Taj Mahal",6,3.9,2.63,97,4.4,4
45,7,"False","Eiffel Tower",9,3.7,1.84,85,4.2,4
50,5,"True","Eiffel Tower",1,3.1,2.51,92,4.9,3
52,8,"True","Eiffel Tower",3,4.6,3.46,94,4.7,5
54,6,"True","Eiffel Tower",6,2,3.3,86,4.4,3
47,7,"False","Great Wall of China",8,1.3,3.13,88,4.7,3
21,4,"False","Eiffel Tower",2,4.1,4.98,97,4.5,4
56,8,"False","Colosseum",3,1.1,2.45,100,4.4,3
23,5,"False","Colosseum",3,3.2,4.56,85,4.2,3
52,4,"True","Eiffel Tower",3,3.5,2.18,97,4.9,4
33,3,"True","Eiffel Tower",3,4.4,2.82,100,4.1,4
19,6,"True","Machu Picchu",3,4.3,3.55,96,4.7,4
55,6,"True","Machu Picchu",8,4.2,3.32,85,4.3,4
23,8,"True","Great Wall of China",7,2,3.77,100,4.6,3
56,3,"True","Eiffel Tower",1,2.1,1.92,94,4.8,3
70,4,"True","Taj Mahal",3,2.4,4.24,93,4.5,3
55,3,"True","Great Wall of China",6,1.1,3.95,98,4.5,3
27,5,"False","Great Wall of China",3,1.7,3.69,94,5,3
58,4,"True","Taj Mahal",4,3,2.77,94,4.9,3
45,4,"True","Great Wall of China",1,1.8,4.29,96,4.8,3
23,4,"False","Great Wall of China",1,4.7,1.76,98,5,5
51,7,"False","Eiffel Tower",6,3.6,2.55,93,4.8,4
66,3,"False","Great Wall of China",2,4.7,2.62,86,4.2,5
54,5,"True","Eiffel Tower",5,4.7,2.03,93,4.1,5
25,5,"True","Great Wall of China",2,2.3,2.35,98,4,3
46,8,"False","Great Wall of China",7,2.5,2.49,86,4.5,3
59,6,"True","Great Wall of China",1,1.4,4.93,91,4.9,3
50,7,"True","Machu Picchu",5,3.2,4.43,94,4.2,3
65,7,"False","Great Wall of China",3,2.1,1.74,94,4.3,3
62,4,"True","Eiffel Tower",9,4.8,3.45,94,4.2,5
59,7,"False","Great Wall of China",6,2,4.6,85,4.2,3
54,5,"False","Colosseum",6,2.4,4.95,91,4.5,3
40,5,"False","Eiffel Tower",1,1.7,3.29,87,4.2,3
32,7,"False","Taj Mahal",4,4.8,4.86,98,4.4,5
70,5,"True","Great Wall of China",3,1.6,1.71,95,4.2,3
43,6,"False","Colosseum",4,4.3,3.08,96,4.8,4
33,4,"True","Great Wall of China",4,1.2,1.67,96,4.5,3
48,5,"False","Taj Mahal",6,1,2.93,99,4.3,3
44,3,"False","Taj Mahal",3,4.1,2.85,92,4.9,4
47,8,"True","Great Wall of China",4,2.3,1.58,95,4.1,3
41,6,"False","Colosseum",2,4,2.06,89,4.1,4
49,4,"True","Taj Mahal",1,2.9,3.32,94,4.9,3
47,6,"True","Colosseum",1,3.3,4.25,97,4.8,3
31,4,"True","Eiffel Tower",2,4.3,1.91,88,4.7,4
34,5,"False","Colosseum",1,3.1,3.04,98,4.5,3
40,5,"True","Great Wall of China",6,2.3,2.58,89,4.5,3
34,3,"True","Machu Picchu",1,1.9,3.13,93,4.3,3
38,3,"True","Great Wall of China",3,5,2.48,93,4.2,5
53,4,"True","Machu Picchu",7,3.8,2.8,88,4.4,4
23,3,"False","Great Wall of China",2,2.9,2.72,90,4.8,3
66,6,"False","Taj Mahal",6,1.3,4.82,90,4.4,3
20,7,"False","Taj Mahal",4,3.2,3.26,87,4.4,3
45,4,"True","Eiffel Tower",5,2.6,5,94,4.5,3
37,3,"False","Great Wall of China",5,4.3,4.41,90,4.9,4
29,3,"True","Machu Picchu",1,3.6,1.75,94,4.2,4
50,3,"True","Machu Picchu",2,4.6,3.18,100,4.7,5
56,7,"False","Taj Mahal",5,3,2.54,94,4.9,3
20,5,"True","Eiffel Tower",3,4.4,4.56,85,4.1,4
61,7,"True","Eiffel Tower",6,2.3,4.72,99,4,3
58,5,"True","Taj Mahal",4,2.9,4.56,86,4.1,3
63,7,"False","Colosseum",2,2.6,2.16,95,4.1,3
55,3,"True","Machu Picchu",3,4.4,2.77,100,4.4,4
25,8,"True","Great Wall of China",2,3.3,2.27,97,4.1,3
64,5,"True","Colosseum",1,3.1,1.94,92,4.5,3
28,4,"True","Eiffel Tower",1,3.4,3.95,100,4.2,3
30,5,"True","Great Wall of China",6,2,1.83,100,4.2,3
43,8,"False","Eiffel Tower",3,3.1,3.11,85,4.6,3
68,5,"True","Machu Picchu",3,3.2,2.19,87,4.2,3
46,5,"True","Machu Picchu",4,2.5,4.92,100,4.9,3
52,7,"False","Eiffel Tower",2,1.4,4.06,100,4.1,3
36,4,"True","Taj Mahal",3,2.4,4.99,93,4.2,3
35,3,"True","Eiffel Tower",3,1.4,2.36,91,4.7,3
35,3,"True","Taj Mahal",3,2.3,2.98,92,4.1,3
61,5,"True","Colosseum",6,4.3,2.82,87,4.9,4
62,3,"False","Machu Picchu",3,4.7,2.62,89,4,5
29,5,"False","Taj Mahal",1,2,1.61,88,4,3
31,8,"False","Machu Picchu",5,3.9,2.46,90,5,4
45,8,"False","Great Wall of China",4,1.6,4.19,94,4.1,3
68,4,"False","Great Wall of China",7,2.4,4.52,90,4.9,3
38,3,"False","Taj Mahal",8,1.7,4.54,98,4.1,3
63,4,"False","Colosseum",2,1.5,4.37,89,4.5,3
32,8,"True","Taj Mahal",9,4.9,4.61,100,4.4,5
45,8,"False","Eiffel Tower",5,5,2.94,86,4.1,5
48,6,"True","Eiffel Tower",7,1.9,2.29,87,4.1,3
45,7,"False","Great Wall of China",1,1.1,3.87,97,4.5,3
57,6,"True","Eiffel Tower",3,3.9,4.1,100,4.6,4
43,7,"True","Eiffel Tower",2,4.4,4.39,95,4.4,4
39,7,"True","Great Wall of China",5,3.9,2,91,4.9,4
24,8,"True","Great Wall of China",8,2.2,4.46,92,4,3
22,4,"False","Great Wall of China",6,2.7,3.09,90,4.2,3
63,4,"False","Machu Picchu",3,1.9,2.78,90,4.1,3
41,4,"False","Machu Picchu",7,1.5,3.49,91,4.3,3
45,3,"False","Machu Picchu",9,4.5,2.95,96,4.3,5
20,8,"True","Taj Mahal",3,4.6,4.46,95,4,5
29,5,"False","Colosseum",3,4.2,4.65,98,4.6,4
43,6,"True","Great Wall of China",5,1.4,4.64,96,4.6,3
19,7,"True","Machu Picchu",4,2.5,1.65,97,4.6,3
61,3,"True","Colosseum",4,1.9,2.37,88,4.6,3
34,3,"False","Eiffel Tower",1,1.4,2.48,85,4.3,3
65,5,"True","Machu Picchu",5,2.8,4.58,87,4.2,3
59,6,"False","Eiffel Tower",5,1.3,4.39,89,4.4,3
48,3,"False","Great Wall of China",4,3.5,3.08,93,4.7,4
50,8,"False","Machu Picchu",3,1.3,2.02,93,4.5,3
57,5,"True","Taj Mahal",5,3,1.51,92,4,3
66,6,"True","Colosseum",5,1.5,3.42,85,4.4,3
56,7,"False","Great Wall of China",4,4.7,4.6,100,4.6,5
59,4,"False","Great Wall of China",4,2.8,3.3,100,4.1,3
19,8,"False","Machu Picchu",4,1.8,4.97,96,4.8,3
62,7,"False","Machu Picchu",6,1.3,3.14,94,4.4,3
68,8,"True","Great Wall of China",4,1.6,4.1,91,4.9,3
29,5,"False","Great Wall of China",3,4.2,4.52,91,4.3,4
67,7,"False","Great Wall of China",3,2.3,3.17,92,4.6,3
45,7,"True","Great Wall of China",4,1.3,4.31,85,4.1,3
24,5,"False","Colosseum",9,3.6,2.64,93,4.6,4
29,5,"False","Machu Picchu",2,1.3,2.81,93,4.9,3
70,4,"True","Great Wall of China",2,3.7,4.5,99,4.7,4
53,7,"True","Colosseum",1,1.3,4.41,91,4.7,3
27,5,"True","Machu Picchu",3,4.3,4.74,99,4.1,4
24,3,"False","Colosseum",7,4.9,1.69,88,4.6,5
20,6,"True","Colosseum",3,4.5,2.65,91,4.7,5
70,5,"True","Taj Mahal",2,2.7,1.87,85,4.4,3
66,8,"True","Great Wall of China",2,3,4.94,95,4,3
68,5,"False","Taj Mahal",3,3.7,2.42,100,4.5,4
58,7,"True","Colosseum",6,1.4,3.8,90,4.4,3
23,3,"True","Great Wall of China",3,4.2,2.03,95,4.3,4
65,5,"True","Taj Mahal",1,1.5,3.03,87,4.2,3
56,6,"False","Colosseum",6,3.8,1.69,99,4.5,4
38,7,"False","Colosseum",6,4.2,2.27,91,4.3,4
19,3,"False","Great Wall of China",3,3.1,1.6,93,4.9,3
61,4,"False","Eiffel Tower",5,4.7,4.79,87,4.1,5
34,7,"True","Eiffel Tower",5,4.9,3.95,97,4.1,5
65,4,"True","Colosseum",5,2.4,2.39,93,4.3,3
31,3,"False","Taj Mahal",7,2.8,3.52,91,4.9,3
35,8,"True","Machu Picchu",3,2.8,3.9,100,5,3
50,5,"True","Eiffel Tower",5,4.6,3.27,99,4.9,5
28,5,"True","Machu Picchu",5,3.7,3.82,90,4.6,4
18,5,"False","Great Wall of China",1,2.1,3.91,93,4.9,3
57,7,"False","Taj Mahal",7,4.9,4.6,86,5,5
54,4,"True","Machu Picchu",3,3.6,3.36,99,4.3,4
65,3,"False","Eiffel Tower",1,2.9,2.91,88,4.4,3
65,8,"False","Machu Picchu",5,4.4,2.62,91,4.3,4
23,3,"False","Colosseum",3,1.5,1.95,98,4.1,3
70,5,"True","Machu Picchu",6,2.8,2.3,86,4.7,3
67,4,"True","Colosseum",7,3.5,4.06,88,4.1,4
55,8,"True","Great Wall of China",1,2.7,1.53,92,4.9,3
62,4,"True","Colosseum",1,1.9,2.44,93,4.5,3
38,8,"True","Taj Mahal",3,1.7,1.82,91,4.2,3
49,5,"False","Colosseum",4,4.4,3.19,92,4.8,4
63,5,"False","Taj Mahal",3,2.5,3.37,92,4.5,3
26,3,"False","Machu Picchu",7,2.6,2.5,96,4.2,3
19,3,"True","Machu Picchu",4,1.9,3.82,100,4.5,3
45,8,"True","Great Wall of China",4,1.9,3.57,93,4.5,3
33,6,"False","Taj Mahal",4,1.8,3.07,90,4.3,3
59,4,"True","Eiffel Tower",5,3.9,2.88,92,4.2,4
40,8,"False","Taj Mahal",5,3.6,4.25,94,4.5,4
63,6,"False","Taj Mahal",1,1.3,1.7,96,4.8,3
55,6,"True","Great Wall of China",4,2.1,4.44,86,4.9,3
36,7,"False","Eiffel Tower",5,2.8,2.53,94,4.5,3
25,7,"True","Eiffel Tower",6,4.4,2.42,98,4.1,4
43,5,"True","Eiffel Tower",2,4.4,4.44,98,4.2,4
36,5,"True","Taj Mahal",5,2.4,2.6,91,4.5,3
47,4,"True","Colosseum",4,4.7,2,88,4.8,5
70,7,"True","Eiffel Tower",5,4.4,3.46,90,4.6,4
58,8,"True","Eiffel Tower",5,3.4,2.59,86,4.7,3
69,3,"True","Great Wall of China",6,3.1,3.09,94,4.6,3
57,4,"True","Eiffel Tower",1,1.4,4.01,93,4.8,3
49,5,"False","Eiffel Tower",4,3.8,1.84,89,4.3,4
68,6,"True","Great Wall of China",6,3.7,2.88,88,4.5,4
64,6,"False","Machu Picchu",2,3.9,3.46,93,4.3,4
60,3,"False","Machu Picchu",6,4,4.99,92,4.5,4
33,3,"True","Machu Picchu",6,3.1,4.2,86,4.3,3
67,7,"True","Taj Mahal",3,3.8,4.01,93,4.7,4
38,5,"False","Machu Picchu",5,4.9,3.69,96,4.8,5
67,5,"False","Great Wall of China",7,2.3,2.61,98,4.5,3
20,6,"True","Eiffel Tower",6,4.7,4.98,100,4.8,5
40,7,"False","Eiffel Tower",6,2.4,1.74,89,4.8,3
22,7,"False","Taj Mahal",1,4.3,2.08,90,4.7,4
20,3,"True","Eiffel Tower",2,4.9,2.39,96,4.5,5
65,6,"False","Eiffel Tower",8,4.1,4,90,4.7,4
30,5,"False","Machu Picchu",7,3.6,2.3,95,5,4
32,3,"False","Machu Picchu",4,3.4,2.48,92,4.7,3
31,6,"False","Machu Picchu",3,1.1,1.62,99,4.6,3
51,6,"True","Taj Mahal",6,1.1,2.92,99,4.3,3
63,6,"True","Great Wall of China",1,2.7,1.55,94,4.4,3
44,6,"True","Taj Mahal",2,4,2.06,88,4.4,4
32,3,"False","Eiffel Tower",1,4.3,2.24,88,4.2,4
42,8,"True","Taj Mahal",5,3.8,4.39,97,4.8,4
70,6,"True","Machu Picchu",1,3.5,2.84,85,4.6,4
32,3,"True","Great Wall of China",5,1.1,4.97,92,4.5,3
64,4,"True","Eiffel Tower",1,2.2,2.02,94,4.4,3
55,3,"True","Machu Picchu",3,4.9,4.33,100,4.3,5
49,6,"False","Great Wall of China",5,4.5,4.44,91,4.3,5
58,6,"False","Colosseum",6,3,4.31,92,4.1,3
40,4,"False","Great Wall of China",2,2.2,2.74,90,4.3,3
41,6,"False","Colosseum",3,2,2.67,91,4.5,3
30,5,"True","Taj Mahal",5,4.5,3.78,92,4.1,5
62,8,"True","Taj Mahal",6,3.2,4.09,89,4.6,3
21,7,"False","Machu Picchu",3,3.5,2.37,99,4.1,4
44,7,"True","Great Wall of China",3,4.9,4.91,96,4.5,5
53,8,"False","Taj Mahal",6,2.9,3.32,89,4.8,3
29,4,"False","Eiffel Tower",4,1.9,1.94,93,4.2,3
35,8,"True","Colosseum",3,2.5,3.01,100,4.5,3
58,3,"False","Taj Mahal",1,2.7,3.23,94,4.9,3
32,7,"False","Machu Picchu",2,2,1.97,94,4.5,3
50,6,"True","Colosseum",9,4.3,4.79,95,4.4,4
50,3,"True","Taj Mahal",6,1.7,4.65,91,4.6,3
55,5,"True","Great Wall of China",1,4.4,4.7,100,4.6,4
48,7,"True","Great Wall of China",2,1.8,3.95,99,4.8,3
57,7,"False","Machu Picchu",1,3.8,2.03,85,4.7,4
45,6,"True","Taj Mahal",3,3.9,2.02,93,4.9,4
36,5,"False","Eiffel Tower",5,2.1,3.38,86,4.7,3
40,6,"True","Colosseum",1,4.6,2.66,100,4.8,5
70,4,"False","Taj Mahal",5,3.3,2.94,86,4.7,3
70,8,"True","Machu Picchu",3,3.1,4.85,91,4.9,3
27,7,"False","Taj Mahal",6,3.5,2.95,91,4.6,4
70,8,"True","Eiffel Tower",5,2.9,3.09,92,4.9,3
64,8,"False","Machu Picchu",7,2.3,2.76,96,4.9,3
43,5,"True","Machu Picchu",2,1.9,2.52,87,4.9,3
43,8,"True","Colosseum",3,2.2,4.74,95,4.8,3
53,8,"True","Machu Picchu",6,1.2,3.28,86,4.1,3
32,7,"False","Eiffel Tower",3,2,2.9,98,4.6,3
65,7,"True","Machu Picchu",3,3.5,2.67,93,4.7,4
52,4,"False","Eiffel Tower",1,3.1,3.03,100,4,3
41,6,"False","Taj Mahal",3,4.5,4.92,100,4.2,5
62,4,"False","Eiffel Tower",2,3.7,2.22,87,4.5,4
65,7,"True","Machu Picchu",3,4.2,1.9,92,4.2,4
25,8,"False","Eiffel Tower",3,4.7,3.24,90,4,5
55,6,"True","Eiffel Tower",4,3.5,4.48,96,4.9,4
18,5,"False","Taj Mahal",5,1.4,3.62,96,4.6,3
39,7,"False","Great Wall of China",3,1.2,2.34,96,4.6,3
19,5,"True","Taj Mahal",2,4.9,3.57,93,5,5
41,6,"False","Taj Mahal",5,3.3,2.97,89,4.5,3
36,3,"False","Machu Picchu",1,4.5,3.23,89,4.5,5
56,5,"True","Colosseum",6,4.7,3.03,87,4.2,5
19,6,"True","Eiffel Tower",1,1.4,3.66,97,4.5,3
21,6,"False","Eiffel Tower",2,3.9,2.37,94,4.7,4
69,4,"True","Eiffel Tower",3,4.3,3.48,92,4.2,4
38,6,"True","Colosseum",6,2.6,1.64,85,4.8,3
28,7,"True","Machu Picchu",5,1.3,1.56,85,4.4,3
63,3,"True","Taj Mahal",6,2.1,3.55,97,4.2,3
30,7,"False","Taj Mahal",1,3.7,2.46,95,4.5,4
25,8,"False","Great Wall of China",4,3.5,4.04,88,4.5,4
70,8,"False","Machu Picchu",5,2.5,3.8,86,4.9,3
44,6,"True","Machu Picchu",4,4.5,2.03,95,4.7,5
38,6,"True","Eiffel Tower",6,3,1.52,92,5,3
28,4,"False","Colosseum",6,1.7,2.92,95,4.6,3
52,5,"True","Colosseum",4,2.3,4.48,90,4.4,3
69,3,"True","Machu Picchu",8,2.7,4.65,98,5,3
53,5,"True","Great Wall of China",4,3.6,4.28,85,4.7,4
27,3,"True","Taj Mahal",2,2.8,2.14,100,4.8,3
52,6,"True","Colosseum",3,1.7,3.68,99,4.3,3
37,7,"True","Taj Mahal",6,1.7,3.98,92,4.9,3
56,5,"True","Taj Mahal",2,1.2,4.11,87,4.5,3
34,8,"True","Colosseum",1,4,4.64,95,4.3,4
41,8,"True","Machu Picchu",2,4.1,3.89,100,4.2,4
35,3,"False","Great Wall of China",6,3.5,2.35,89,4.8,4
48,7,"False","Eiffel Tower",3,2,1.69,90,5,3
62,8,"False","Taj Mahal",1,2.6,3.78,87,4.8,3
70,6,"True","Taj Mahal",2,1.3,3.86,87,5,3
40,4,"False","Eiffel Tower",3,2.8,4.11,87,5,3
49,7,"False","Eiffel Tower",4,3.9,2.25,89,4.6,4
58,8,"False","Colosseum",3,4.2,4.37,100,4.5,4
26,8,"False","Machu Picchu",6,1.9,2.56,89,4.4,3
57,7,"False","Machu Picchu",3,2.4,3.35,89,4.2,3
68,7,"False","Eiffel Tower",7,4.2,4.46,91,4.4,4
27,3,"False","Machu Picchu",3,2.8,2.77,95,4.4,3
42,7,"False","Great Wall of China",3,4.7,3.41,85,4,5
31,4,"False","Taj Mahal",6,4,1.66,98,4.6,4
69,4,"True","Great Wall of China",3,3.7,2.76,91,4.9,4
36,5,"False","Taj Mahal",3,2.9,3.92,99,4.7,3
55,5,"True","Machu Picchu",3,4,3.33,98,4.9,4
37,8,"False","Eiffel Tower",2,2.2,4.88,93,4.8,3
43,3,"True","Machu Picchu",3,1.4,3.49,98,4.5,3
36,5,"False","Great Wall of China",7,3.4,1.54,92,4.3,3
67,4,"False","Machu Picchu",5,4.6,3.34,98,4.2,5
27,7,"False","Colosseum",1,1.1,3.59,87,4,3
57,5,"True","Machu Picchu",1,1.1,4.32,97,4.6,3
20,3,"False","Taj Mahal",4,2,1.67,97,4.7,3
41,8,"True","Taj Mahal",3,4.7,2.65,87,4.9,5
65,4,"True","Great Wall of China",1,4.1,2.82,94,4.3,4
18,5,"True","Machu Picchu",7,1.9,1.51,91,4.6,3
37,7,"True","Machu Picchu",3,3.5,3.16,85,4.1,4
22,4,"True","Machu Picchu",4,4.9,2.89,96,4.3,5
55,5,"False","Taj Mahal",4,4.4,1.52,99,4.1,4
36,5,"False","Machu Picchu",1,3.4,2.52,95,5,3
67,8,"True","Colosseum",6,1.2,3.53,96,4.4,3
27,8,"True","Taj Mahal",8,3.3,2.42,95,4.5,3
68,8,"True","Great Wall of China",4,2.9,2.02,98,4.5,3
56,3,"True","Great Wall of China",3,3.1,4.27,93,4.2,3
52,3,"True","Colosseum",5,4.7,1.5,94,4.8,5
34,7,"True","Colosseum",3,2.2,3.71,97,4.2,3
33,4,"True","Great Wall of China",9,3,2.27,91,4.1,3
29,7,"False","Taj Mahal",8,2.4,4.94,99,4,3
22,7,"True","Machu Picchu",4,3.3,3.56,94,4.8,3
60,8,"True","Colosseum",6,1.7,2.19,96,4.9,3
64,3,"True","Great Wall of China",2,3.5,3.82,93,4.7,4
61,6,"True","Colosseum",8,1.1,2.4,86,4.1,3
20,6,"False","Great Wall of China",3,1.3,3.82,93,4.6,3
28,4,"False","Great Wall of China",6,3.4,4.41,91,4.3,3
32,3,"True","Machu Picchu",6,1.5,3.49,91,4.1,3
33,4,"True","Taj Mahal",2,2.3,2.43,87,4.1,3
33,6,"False","Machu Picchu",1,3.1,2.12,85,4.6,3
52,8,"True","Machu Picchu",5,4.5,3.47,92,4.6,5
55,5,"False","Great Wall of China",3,4.7,2.46,96,4.3,5
29,7,"True","Colosseum",3,1.9,3.67,100,4,3
26,4,"False","Eiffel Tower",4,4.5,1.58,90,4,5
30,5,"True","Eiffel Tower",3,2,3.04,89,4.9,3
48,3,"False","Taj Mahal",5,2.3,3.96,98,4.7,3
37,7,"True","Eiffel Tower",4,4.4,2.37,86,4.6,4
21,7,"False","Great Wall of China",6,1.4,3.29,98,4.7,3
56,4,"False","Eiffel Tower",4,1.4,4.83,88,4.9,3
36,4,"False","Taj Mahal",3,2.3,2.91,88,4.5,3
38,5,"False","Great Wall of China",6,2.8,3.38,92,4.1,3
45,4,"False","Colosseum",8,4.1,3.83,98,4.9,4
31,3,"False","Machu Picchu",1,4.6,2.8,87,4.7,5
30,8,"True","Colosseum",4,4.8,3.33,95,4.2,5
59,6,"False","Eiffel Tower",5,3.1,2.91,86,4.9,3
42,8,"False","Great Wall of China",4,4.2,4.09,86,4.1,4
66,4,"True","Great Wall of China",2,1.9,3.32,99,4.3,3
64,5,"False","Taj Mahal",7,1.5,4.61,92,4,3
45,8,"True","Machu Picchu",4,1.5,3.36,97,4.5,3
40,7,"False","Machu Picchu",5,3.8,3.17,95,4.8,4
39,4,"False","Machu Picchu",1,4,2.88,88,4.2,4
67,7,"True","Colosseum",4,3.3,3.16,90,4.3,3
25,8,"False","Machu Picchu",3,2.4,4.52,94,4.4,3
68,4,"True","Eiffel Tower",2,4.8,3.36,99,4,5
33,6,"False","Colosseum",7,1.6,3.38,93,4.3,3
57,5,"True","Machu Picchu",6,2.1,2.83,94,4.7,3
60,8,"True","Taj Mahal",2,4.6,2.36,88,4.1,5
32,4,"False","Machu Picchu",2,1.5,2.99,95,4.1,3
69,3,"True","Great Wall of China",4,2.9,3.76,98,4.4,3
62,4,"True","Taj Mahal",2,4.2,4.08,88,4.8,4
63,4,"False","Taj Mahal",1,2,1.63,100,4.3,3
59,6,"True","Great Wall of China",2,1.9,3.72,98,4.5,3
21,5,"False","Colosseum",2,1.4,3.82,93,4.4,3
36,7,"True","Colosseum",2,3,2.83,92,4,3
61,4,"True","Eiffel Tower",1,2,4.54,96,4.7,3
51,4,"False","Eiffel Tower",3,4.7,3.68,93,4.7,5
59,4,"False","Taj Mahal",3,1.8,2.91,85,4.3,3
45,8,"False","Eiffel Tower",6,1.7,3.99,94,5,3
29,8,"False","Machu Picchu",2,1.3,4.34,100,4.2,3
33,5,"True","Great Wall of China",1,3.9,2.74,88,4.6,4
68,8,"True","Eiffel Tower",5,2.5,1.66,99,4.3,3
48,5,"False","Great Wall of China",2,4.3,2.01,88,4.1,4
20,7,"False","Great Wall of China",4,3.5,3.98,93,4.9,4
27,4,"False","Eiffel Tower",4,1.3,4.65,93,4.4,3
34,8,"False","Great Wall of China",2,1.2,3.71,89,5,3
70,3,"False","Eiffel Tower",2,1.4,2.34,93,4.1,3
54,3,"False","Great Wall of China",4,3.3,2.53,92,4.7,3
40,7,"False","Eiffel Tower",5,3.6,2.93,95,5,4
29,4,"True","Machu Picchu",6,2,4.74,95,4.9,3
54,5,"False","Machu Picchu",5,1.7,4.77,98,4.7,3
47,8,"False","Colosseum",5,4.6,1.99,86,4.2,5
43,8,"False","Great Wall of China",1,2.8,3.59,94,4.5,3
40,8,"True","Eiffel Tower",5,4.3,4.57,89,4.2,4
46,8,"False","Machu Picchu",6,2.1,2.75,100,4,3
53,7,"False","Eiffel Tower",3,5,4.29,88,4.9,5
27,5,"False","Eiffel Tower",7,2.7,2.31,97,4.9,3
62,3,"True","Taj Mahal",1,3.4,4.16,97,4.8,3
23,4,"False","Taj Mahal",5,3.4,4.16,92,4.1,3
63,3,"False","Machu Picchu",6,2.7,4.3,91,4.2,3
31,6,"False","Taj Mahal",1,2.7,4.11,94,4.7,3
40,8,"False","Colosseum",4,4.8,2.81,88,4.9,5
26,5,"True","Taj Mahal",2,1.8,4.19,97,4.3,3
22,6,"True","Taj Mahal",4,2.9,2.19,94,4.1,3
63,6,"False","Machu Picchu",5,2.8,4.98,87,4,3
18,3,"False","Taj Mahal",4,3.4,1.73,92,5,3
35,5,"False","Colosseum",3,2,4.6,100,4.2,3
33,8,"False","Great Wall of China",7,2,4.32,97,4.5,3
35,4,"False","Taj Mahal",5,3.8,1.95,87,4.6,4
32,5,"True","Taj Mahal",6,1,1.72,88,4.7,3
46,6,"False","Colosseum",4,2.9,2.23,95,4.8,3
27,7,"False","Taj Mahal",5,1.8,2.56,95,4.2,3
50,3,"False","Machu Picchu",2,3.5,3.31,99,4.8,4
41,8,"True","Machu Picchu",8,3.7,2.37,94,4.8,4
45,6,"False","Great Wall of China",1,2.7,4.64,87,4.1,3
